srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label,Category_dtloader,Binary_dtloader
175.45.176.1,0,149.171.126.10,0,unas,INT,6e-06,200,0,254,0,0,0,-,133333328.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237390,1424237390,0.006,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,6,6,3,3,3,3,6,Exploits,1,6,1
175.45.176.1,0,149.171.126.10,0,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237374,1424237374,0.009,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,6,6,3,14,3,3,6,Exploits,1,6,1
175.45.176.1,0,149.171.126.10,0,unas,INT,6e-06,200,0,254,0,0,0,-,133333328.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237376,1424237376,0.006,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,5,5,2,2,2,2,5,Exploits,1,6,1
175.45.176.1,0,149.171.126.10,0,unas,INT,7e-06,200,0,254,0,0,0,-,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237427,1424237427,0.007,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,3,3,1,1,1,1,3,Exploits,1,6,1
175.45.176.1,0,149.171.126.10,0,ipx-n-ip,INT,7e-06,200,0,254,0,0,0,-,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237347,1424237347,0.007,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,4,4,2,16,2,2,4,Exploits,1,6,1
175.45.176.1,0,149.171.126.10,0,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237430,1424237430,0.009,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,1,1,1,23,1,1,1,Exploits,1,6,1
175.45.176.1,0,149.171.126.10,0,gmtp,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237340,1424237340,0.009,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,5,5,2,2,2,2,5,Exploits,1,6,1
175.45.176.1,0,149.171.126.10,0,unas,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237373,1424237373,0.01,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,6,6,3,5,3,3,6,Exploits,1,6,1
175.45.176.1,0,149.171.126.10,0,ifmp,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237340,1424237340,0.003,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,5,5,2,2,2,2,5,Exploits,1,6,1
175.45.176.1,0,149.171.126.10,0,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237397,1424237397,0.009,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,4,4,2,26,2,2,4,Exploits,1,6,1
175.45.176.1,0,149.171.126.10,0,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237399,1424237399,0.009,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,3,3,2,3,2,2,4,Exploits,1,6,1
175.45.176.1,0,149.171.126.10,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237403,1424237403,0.004,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,6,6,3,23,3,3,6,Exploits,1,6,1
175.45.176.1,0,149.171.126.10,0,vines,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237332,1424237332,0.009,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,4,4,2,2,2,2,4,Exploits,1,6,1
175.45.176.1,0,149.171.126.10,0,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237405,1424237405,0.009,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,6,6,4,4,3,3,6,Exploits,1,6,1
175.45.176.1,0,149.171.126.10,0,ippc,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237324,1424237324,0.003,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,4,4,2,2,2,2,4,Exploits,1,6,1
175.45.176.1,0,149.171.126.10,0,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237378,1424237378,0.009,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,5,5,3,17,3,3,5,Exploits,1,6,1
175.45.176.1,0,149.171.126.10,0,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237392,1424237392,0.009,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,6,6,2,3,2,2,6,Exploits,1,6,1
175.45.176.1,0,149.171.126.10,0,mtp,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237337,1424237337,0.005,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,7,7,3,24,3,3,7,Exploits,1,6,1
175.45.176.1,0,149.171.126.10,0,unas,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237393,1424237393,0.003,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,6,6,3,23,3,3,6,Exploits,1,6,1
175.45.176.1,0,149.171.126.10,0,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237377,1424237377,0.009,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,5,5,3,23,2,2,5,Exploits,1,6,1
175.45.176.1,0,149.171.126.10,0,rvd,INT,25.581951,400,0,254,0,0,0,-,93.816147,0.0,4,0,0,0,0,0,100,0,0,0,12059.435,0.0,1424237299,1424237324,8527.316,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,4,4,2,2,2,2,4,Exploits,1,6,1
175.45.176.1,0,149.171.126.10,0,unas,INT,6e-06,200,0,254,0,0,0,-,133333328.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237373,1424237373,0.006,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,6,6,3,5,3,3,6,Exploits,1,6,1
175.45.176.1,0,149.171.126.10,0,cpnx,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237326,1424237326,0.01,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,7,7,3,3,3,3,7,Exploits,1,6,1
175.45.176.1,0,149.171.126.10,0,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237387,1424237387,0.009,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,2,2,1,21,1,1,2,Exploits,1,6,1
175.45.176.1,0,149.171.126.10,0,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237408,1424237408,0.009,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,4,4,4,3,3,3,4,Exploits,1,6,1
175.45.176.1,0,149.171.126.10,0,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237390,1424237390,0.009,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,6,6,3,3,3,3,6,Exploits,1,6,1
175.45.176.1,0,149.171.126.10,0,pgm,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237348,1424237348,0.005,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,3,3,1,2,1,1,3,Exploits,1,6,1
175.45.176.1,0,149.171.126.10,0,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237369,1424237369,0.009,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,6,6,2,3,2,2,6,Exploits,1,6,1
175.45.176.1,0,149.171.126.10,0,unas,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237398,1424237398,0.003,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,4,4,2,2,2,2,4,Exploits,1,6,1
175.45.176.1,0,149.171.126.10,0,unas,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237426,1424237426,0.008,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,4,4,2,2,2,2,4,Exploits,1,6,1
175.45.176.1,0,149.171.126.10,0,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237405,1424237405,0.009,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,6,6,4,4,3,3,6,Exploits,1,6,1
175.45.176.1,0,149.171.126.10,0,micp,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237338,1424237338,0.003,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,7,7,2,13,2,2,7,Exploits,1,6,1
175.45.176.1,43137,149.171.126.15,80,tcp,FIN,0.857538,1026,354,254,252,2,1,http,8620.026367,2892.000244,10,8,255,255,2693078632,383048551,103,44,1,0,5136.056637,170.544297,1424237385,1424237386,95.282,113.79657,0.149785,0.06021,0.089575,0,1,1.0,Normal, ,1,1,1,3,1,1,1,Exploits,1,6,1
175.45.176.1,0,149.171.126.10,0,wb-expak,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237330,1424237330,0.01,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,4,4,2,2,2,2,4,Exploits,1,6,1
175.45.176.0,34084,149.171.126.19,80,tcp,FIN,1.325303,1006,606,62,252,2,2,http,5468.937988,3295.850098,10,10,255,255,1247191937,1143575316,101,61,1,0,9766.860667,203.075641,1424237463,1424237464,147.255889,131.535,0.150011,0.102223,0.047788,0,1,1.0,Normal, ,2,2,2,2,2,1,2,Exploits,1,6,1
175.45.176.1,0,149.171.126.10,0,sprite-rpc,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237336,1424237336,0.009,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,7,7,2,2,2,2,7,Exploits,1,6,1
175.45.176.0,29858,149.171.126.18,1211,tcp,FIN,0.84398,504,354,254,252,2,1,-,4303.419434,2938.458252,10,8,255,255,1359953654,3969635215,50,44,0,0,4776.322439,201.297859,1424237320,1424237321,93.667222,107.122859,0.166487,0.094117,0.07237,0,1,Normal,Normal, ,2,2,2,1,1,1,2,Exploits,1,6,1
175.45.176.1,0,149.171.126.10,0,unas,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237419,1424237419,0.003,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,3,3,1,1,1,1,3,Exploits,1,6,1
175.45.176.1,0,149.171.126.10,0,unas,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237363,1424237363,0.003,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,5,5,2,12,2,2,5,Exploits,1,6,1
175.45.176.1,0,149.171.126.10,0,tcf,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237334,1424237334,0.009,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,5,5,3,28,3,3,5,Exploits,1,6,1
175.45.176.1,0,149.171.126.10,0,unas,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237386,1424237386,0.008,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,7,7,2,3,2,2,7,Exploits,1,6,1
175.45.176.1,0,149.171.126.10,0,ipcomp,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237344,1424237344,0.003,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,3,3,1,3,1,1,3,Exploits,1,6,1
175.45.176.1,0,149.171.126.10,0,tcf,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237334,1424237334,0.009,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,5,5,3,28,3,3,5,Exploits,1,6,1
175.45.176.1,0,149.171.126.10,0,unas,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237373,1424237373,0.01,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,6,6,3,5,3,3,6,Exploits,1,6,1
175.45.176.1,0,149.171.126.10,0,ax.25,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237337,1424237337,0.009,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,7,7,3,24,3,3,7,Exploits,1,6,1
175.45.176.1,0,149.171.126.10,0,any,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237325,1424237325,0.009,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,4,4,2,3,2,2,4,Exploits,1,6,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,1e-06,114,0,254,0,0,0,dns,456000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424237430,1424237430,0.001,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,22,22,22,23,22,22,22,Generic,1,7,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,3e-06,114,0,254,0,0,0,dns,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424237396,1424237396,0.003,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,39,39,15,15,15,15,39,Generic,1,7,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,7e-06,114,0,254,0,0,0,dns,65142856.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424237435,1424237435,0.007,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,30,30,30,30,30,15,30,Generic,1,7,1
175.45.176.1,58912,149.171.126.19,25,tcp,FIN,3.074785,30886,1762,254,252,16,8,smtp,78246.77344,4376.240723,38,22,255,255,1965724306,2462086341,813,80,0,0,8200.856685,303.80725,1424237369,1424237372,83.102296,138.972375,0.223017,0.155624,0.067393,0,1,Normal,Normal, ,1,1,1,21,1,1,1,Generic,1,7,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,3e-06,114,0,254,0,0,0,dns,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424237372,1424237372,0.003,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,24,24,4,7,4,4,24,Generic,1,7,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424237469,1424237469,0.009,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,44,44,24,24,24,24,44,Generic,1,7,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,3e-06,114,0,254,0,0,0,dns,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424237372,1424237372,0.003,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,31,31,20,21,20,20,31,Generic,1,7,1
175.45.176.1,0,149.171.126.10,0,snp,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237345,1424237345,0.003,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,4,4,2,2,1,1,4,Generic,1,7,1
175.45.176.1,0,149.171.126.10,0,ipx-n-ip,INT,7e-06,200,0,254,0,0,0,-,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237347,1424237347,0.007,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,4,4,2,16,2,2,4,DoS,1,5,1
175.45.176.1,0,149.171.126.10,0,unas,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237426,1424237426,0.008,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,4,4,2,2,2,2,4,DoS,1,5,1
175.45.176.1,0,149.171.126.10,0,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237399,1424237399,0.009,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,3,3,2,3,2,2,4,DoS,1,5,1
175.45.176.1,0,149.171.126.10,0,wsn,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237327,1424237327,0.003,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,7,7,2,23,2,2,7,DoS,1,5,1
175.45.176.1,0,149.171.126.10,0,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237403,1424237403,0.009,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,6,6,3,23,3,3,6,DoS,1,5,1
175.45.176.1,0,149.171.126.10,0,rsvp,INT,1e-06,200,0,254,0,0,0,-,800000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237362,1424237362,0.001,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,4,4,3,3,2,2,4,DoS,1,5,1
175.45.176.1,0,149.171.126.10,0,unas,INT,6e-06,200,0,254,0,0,0,-,133333328.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237413,1424237413,0.006,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,4,4,2,2,2,2,4,DoS,1,5,1
175.45.176.1,0,149.171.126.10,0,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237380,1424237380,0.009,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,4,4,3,4,3,3,4,DoS,1,5,1
175.45.176.1,0,149.171.126.10,0,pgm,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237348,1424237348,0.005,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,3,3,1,2,1,1,3,DoS,1,5,1
175.45.176.1,0,149.171.126.10,0,srp,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237352,1424237352,0.009,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,4,4,2,3,2,2,4,DoS,1,5,1
175.45.176.1,0,149.171.126.10,0,etherip,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237338,1424237338,0.009,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,5,5,1,15,1,1,5,DoS,1,5,1
175.45.176.1,0,149.171.126.10,0,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237380,1424237380,0.009,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,4,4,3,4,3,3,4,DoS,1,5,1
175.45.176.1,0,149.171.126.10,0,unas,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237405,1424237405,0.008,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,6,6,4,4,3,3,6,DoS,1,5,1
175.45.176.1,0,149.171.126.10,0,unas,INT,1.6e-05,200,0,254,0,0,0,-,50000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237383,1424237383,0.016,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,7,7,2,8,2,2,7,DoS,1,5,1
175.45.176.1,0,149.171.126.10,0,ifmp,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237340,1424237340,0.003,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,5,5,2,2,2,2,5,DoS,1,5,1
175.45.176.1,0,149.171.126.10,0,tcf,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237334,1424237334,0.009,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,5,5,3,28,3,3,5,DoS,1,5,1
175.45.176.1,0,149.171.126.10,0,aris,INT,7e-06,200,0,254,0,0,0,-,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237342,1424237342,0.007,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,4,4,2,24,2,2,4,DoS,1,5,1
175.45.176.1,0,149.171.126.10,0,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237380,1424237380,0.009,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,4,4,3,4,3,3,4,DoS,1,5,1
175.45.176.0,35037,149.171.126.16,80,tcp,FIN,0.656746,806,1236,62,252,2,2,http,8843.601562,13180.13379,10,8,255,255,1932488647,3820828756,81,155,1,197,3672.860251,148.387266,1424237396,1424237396,72.971778,85.398711,0.183328,0.057886,0.125442,0,1,1.0,Normal, ,1,1,1,2,1,1,1,DoS,1,5,1
175.45.176.1,0,149.171.126.10,0,unas,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237379,1424237379,0.005,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,4,4,1,1,1,1,4,DoS,1,5,1
175.45.176.1,0,149.171.126.10,0,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237408,1424237408,0.009,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,4,4,4,3,3,3,4,DoS,1,5,1
175.45.176.1,0,149.171.126.10,0,pnni,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237341,1424237341,0.003,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,4,4,2,24,2,2,4,DoS,1,5,1
175.45.176.1,0,149.171.126.10,0,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237395,1424237395,0.009,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,6,6,3,4,3,3,6,DoS,1,5,1
175.45.176.1,0,149.171.126.10,0,ipip,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237337,1424237337,0.005,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,7,7,3,24,3,3,7,DoS,1,5,1
175.45.176.1,0,149.171.126.10,0,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237403,1424237403,0.009,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,6,6,3,23,3,3,6,DoS,1,5,1
175.45.176.1,0,149.171.126.10,0,snp,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237345,1424237345,0.003,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,4,4,2,2,1,1,4,DoS,1,5,1
175.45.176.1,0,149.171.126.10,0,uti,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237353,1424237353,0.009,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,4,4,1,3,1,1,4,DoS,1,5,1
175.45.176.1,0,149.171.126.10,0,unas,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237379,1424237379,0.005,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,4,4,1,1,1,1,4,DoS,1,5,1
175.45.176.1,0,149.171.126.10,0,eigrp,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237334,1424237334,0.003,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,5,5,3,28,3,3,5,DoS,1,5,1
175.45.176.1,0,149.171.126.10,0,ddx,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237350,1424237350,0.009,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,2,2,1,21,1,1,2,DoS,1,5,1
175.45.176.1,0,149.171.126.10,0,rsvp,INT,1e-06,200,0,254,0,0,0,-,800000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237362,1424237362,0.001,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,4,4,3,3,2,2,4,DoS,1,5,1
175.45.176.1,0,149.171.126.10,0,sat-mon,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237325,1424237325,0.009,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,4,4,2,3,2,2,4,DoS,1,5,1
175.45.176.1,0,149.171.126.10,0,unas,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237379,1424237379,0.005,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,4,4,1,1,1,1,4,DoS,1,5,1
175.45.176.1,0,149.171.126.10,0,l2tp,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237349,1424237349,0.009,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,3,3,2,4,2,2,3,DoS,1,5,1
175.45.176.1,0,149.171.126.10,0,unas,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237375,1424237375,0.005,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,5,5,3,3,3,3,5,DoS,1,5,1
